unique_ID,Tournament,Gender,Player1,Player2,Round,Result,FNL1,FNL2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2
480,FRE,F,MarionBartoli,FrancescaSchiavone,3,0,0,2,62,14,38,8,1,5,9,19,1,3,5,15,41,53,17,47,15,0,3,32,14,5,9,7,10,63
481,FRE,F,StefanieVoegele,MariaKirilenko,3,0,0,2,52,30,48,19,0,2,25,38,3,7,18,25,79,57,27,43,20,2,1,30,28,4,9,17,22,91
482,FRE,F,BethanieMattek-Sands,PaulaOrmaechea,3,1,2,1,71,34,29,12,2,2,38,21,6,9,13,19,88,55,32,45,8,3,8,18,28,3,4,0,3,63
483,FRE,F,SabineLisicki,SaraErrani,3,0,0,2,46,15,54,7,1,3,25,34,1,7,8,15,42,89,34,11,2,1,0,14,7,5,7,5,8,64
484,FRE,F,MonicaPuig,CarlaSuarezNavarro,3,0,0,2,59,24,41,12,1,2,21,31,3,5,7,12,68,72,39,28,8,3,1,21,29,5,10,7,9,82
485,FRE,F,VirginieRazzano,AnaIvanovic,3,0,0,2,70,18,30,7,1,1,11,20,1,4,13,17,48,73,32,27,8,5,3,23,21,4,10,2,3,68
486,FRE,F,AgnieszkaRadwanska,DinahPfizenmaier,3,1,2,0,61,26,39,16,1,0,10,17,3,6,9,16,69,62,24,38,12,1,2,24,48,1,3,14,18,56
487,FRE,F,VarvaraLepchenko,AngeliqueKerber,3,0,1,2,81,54,19,6,1,4,46,45,3,8,14,20,101,65,47,35,19,2,3,24,24,5,10,3,4,110
488,FRE,F,BojanaJovanovski,SvetlanaKuznetsova,3,0,0,2,69,31,31,10,1,5,21,21,3,3,4,5,64,67,29,33,11,7,5,24,24,4,7,8,10,77
489,FRE,F,PetraCetkovska,RobertaVinci,3,0,1,2,63,26,37,11,1,5,29,37,4,13,9,22,80,62,32,38,18,4,2,34,25,6,12,8,16,91
490,FRE,F,SerenaWilliams,SoranaCirstea,3,1,2,0,67,22,33,10,3,2,13,16,5,6,3,4,61,56,13,44,6,0,6,3,19,0,3,3,7,33
491,FRE,F,SloaneStephens,MariaSharapova,4,0,0,2,65,28,35,12,1,4,15,25,1,3,2,3,54,63,25,37,12,1,1,17,20,4,12,5,5,72
492,FRE,F,JamieHampton,JelenaJankovic,4,0,0,2,66,11,34,7,1,0,9,29,1,2,9,16,34,70,22,30,8,2,2,11,15,6,10,6,7,62
493,FRE,F,FrancescaSchiavone,VictoriaAzarenka,4,0,0,2,57,11,43,3,2,2,10,24,2,6,8,13,35,88,28,12,3,1,1,19,14,7,12,10,12,61
494,FRE,F,BethanieMattek-Sands,MariaKirilenko,4,0,0,2,56,29,44,18,0,2,27,42,2,5,13,21,75,64,31,36,14,1,6,13,25,4,11,10,17,80
495,FRE,F,CarlaSuarezNavarro,SaraErrani,4,0,1,2,67,32,33,14,,1,42,47,6,18,12,31,93,91,57,9,4,,1,33,27,7,10,14,24,107
496,FRE,F,AgnieszkaRadwanska,AnaIvanovic,4,1,2,0,57,21,43,15,1,1,18,5,5,9,9,12,72,50,19,50,15,1,9,29,33,2,5,8,17,59
497,FRE,F,SvetlanaKuznetsova,AngeliqueKerber,4,1,2,1,63,46,37,17,3,1,48,37,5,12,16,28,108,75,44,25,13,0,2,37,31,4,13,10,15,100
498,FRE,F,SerenaWilliams,RobertaVinci,4,1,2,0,62,24,38,12,5,1,32,21,4,10,13,21,64,68,20,32,9,1,1,13,12,0,1,10,16,43
499,FRE,F,JelenaJankovic,MariaSharapova,5,0,1,2,63,31,37,16,0,4,9,21,4,7,5,12,74,66,30,34,13,1,2,30,45,4,4,9,11,79
500,FRE,F,MariaKirilenko,VictoriaAzarenka,5,0,0,2,57,31,43,8,2,5,17,18,3,4,6,12,63,78,32,22,4,0,2,25,18,5,11,13,14,73
501,FRE,F,AgnieszkaRadwanska,SaraErrani,5,0,0,2,70,28,30,5,2,2,27,27,5,11,20,34,72,84,41,16,3,0,0,30,25,6,7,16,24,80
502,FRE,F,SerenaWilliams,SvetlanaKuznetsova,5,1,2,1,66,42,34,12,4,5,37,28,6,16,12,20,92,77,28,23,7,1,1,19,24,4,9,3,6,75
503,FRE,F,VictoriaAzarenka,MariaSharapova,6,0,1,2,72,28,28,8,3,0,15,22,5,10,8,10,77,62,41,38,10,12,11,42,39,6,10,2,6,87
504,FRE,F,SerenaWilliams,SaraErrani,6,1,2,0,52,14,48,14,5,,40,12,5,7,8,10,52,80,10,20,1,0,,2,3,0,0,2,2,16
505,FRE,F,SerenaWilliams,MariaSharapova,7,1,2,0,69,27,31,8,10,0,29,21,4,15,10,12,71,55,20,45,20,2,4,10,17,2,2,3,4,56
506,USA,M,RichardGasquet,MichaelRussell,1,1,3,0,63,45,37,16,7,7,,,5,16,18,25,106,59,37,41,17,6,4,,,1,3,30,40,83
507,USA,M,StephaneRobert,AlbanoOlivetti,1,1,3,0,61,44,39,19,3,2,,,4,13,,,99,56,37,44,15,18,8,,,0,1,,,71
508,USA,M,Jan-LennardStruff,GuillaumeRufin,1,0,2,3,55,61,45,32,11,13,,,5,13,,,149,55,66,45,27,10,9,,,5,15,,,149
509,USA,M,AljazBedene,DmitryTursunov,1,0,1,3,52,41,48,19,13,8,,,2,9,,,97,55,52,45,27,16,3,,,6,9,,,121
510,USA,M,FelicianoLopez,FlorentSerra,1,1,3,1,58,54,42,30,21,3,,,5,16,,,148,61,63,39,30,8,2,,,0,3,,,123
511,USA,M,KennyDeSchepper,BradleyKlahn,1,0,1,3,59,68,41,37,20,11,,,1,1,30,42,133,71,72,29,26,6,1,,,3,11,30,48,151
512,USA,M,AndreyKuznetsov,DudiSela,1,0,2,3,53,59,47,44,8,8,,,10,18,,,183,59,65,41,38,2,7,,,11,26,,,187
513,USA,M,PabloCuevas,JankoTipsarevic,1,0,1,2,51,39,49,24,17,6,,,0,1,5,10,82,55,42,45,28,12,2,,,2,9,10,10,104
514,USA,M,ErnestsGulbis,AndreasHaider-Maurer,1,0,2,3,58,68,42,31,15,8,,,5,22,,,159,49,58,51,43,10,12,,,4,14,,,160
515,USA,M,MikhailKukushkin,AndrejMartin,1,1,3,0,51,35,49,27,4,5,,,9,11,,,117,49,35,51,20,4,3,,,7,12,,,103
516,USA,M,RobertoBautistaAgut,ThomazBellucci,1,1,3,0,75,44,25,12,1,1,,,6,10,,,87,57,28,43,10,7,2,,,1,4,,,65
517,USA,M,NickKyrgios,DavidFerrer,1,0,0,3,69,44,31,9,8,3,,,1,3,13,19,75,55,40,45,21,11,2,,,5,11,6,6,103
518,USA,M,TommyRobredo,MarinkoMatosevic,1,1,3,1,54,49,46,30,9,3,,,9,16,9,14,138,59,44,41,27,7,3,,,3,9,34,53,119
519,USA,M,RobinHaase,FrankDancevic,1,0,1,3,58,65,42,34,19,4,,,3,15,,,149,64,68,36,34,14,3,,,3,4,,,154
520,USA,M,AlbertRamos,BernardTomic,1,0,2,3,55,76,45,42,9,9,,,4,15,26,38,165,68,71,32,28,9,2,,,5,17,28,41,173
521,USA,M,DanielEvans,KeiNishikori,1,1,3,0,48,35,52,25,8,4,,,6,9,16,24,102,54,30,46,15,3,8,,,2,9,10,18,80
522,USA,M,FernandoVerdasco,IvanDodig,1,0,2,3,59,58,41,23,5,14,,,6,17,15,22,144,57,60,43,34,10,5,,,6,9,22,41,145
523,USA,M,RhyneWilliams,NikolayDavydenko,1,0,2,3,55,56,45,26,11,9,,,6,12,,,132,57,57,43,28,7,6,,,8,14,,,146
524,USA,M,RyanHarrison,RafaelNadal,1,0,0,3,62,41,38,10,11,2,,,0,2,12,21,69,72,42,28,11,3,5,,,5,7,25,31,94
525,USA,M,NovakDjokovic,RicardasBerankis,1,1,3,0,68,36,32,14,10,1,,,7,14,15,23,91,53,18,47,9,3,4,,,1,8,7,15,50
526,USA,M,BenjaminBecker,LukasRosol,1,1,3,1,52,38,48,27,8,5,,,8,17,,,125,47,44,53,27,18,14,,,5,12,,,111
527,USA,M,LukaszKubot,JarkkoNieminen,1,0,0,3,38,28,62,27,5,14,,,4,8,,,86,59,38,41,19,6,3,,,7,11,,,111
528,USA,M,JoaoSousa,GrigorDimitrov,1,1,3,2,58,61,42,27,5,2,,,8,11,,,145,58,53,42,27,13,7,,,6,14,,,134
529,USA,M,TommyHaas,Paul-HenriMathieu,1,1,3,0,59,38,41,15,14,5,,,6,8,5,5,89,56,29,44,16,7,8,,,1,3,8,20,63
530,USA,M,Yen-HsunLu,DanielGimeno-Traver,1,1,3,0,67,49,33,19,4,4,,,3,9,,,116,56,45,44,22,14,4,,,1,2,,,90
531,USA,M,DonaldYoung,MartinKlizan,1,1,3,0,74,39,26,10,3,7,,,8,13,9,15,86,47,10,53,10,4,5,,,0,9,8,20,45
532,USA,M,FlorianMayer,JuanMonaco,1,1,3,0,65,34,35,15,5,1,,,5,8,,,77,63,20,37,11,1,5,,,0,3,,,51
533,USA,M,TobiasKamke,SteveJohnson,1,1,3,1,53,55,47,39,10,7,,,4,15,14,24,157,48,56,52,40,12,10,,,1,5,24,40,137
534,USA,M,DenisIstomin,NicolasAlmagro,1,1,3,1,64,50,36,23,13,2,,,7,11,,,112,64,36,36,14,7,5,,,3,9,,,84
535,USA,M,JulienBenneteau,MichalPrzysiezny,1,1,3,1,61,49,39,25,7,6,,,6,11,,,125,58,52,42,27,14,2,,,4,6,,,110
536,USA,M,SergiyStakhovsky,JeremyChardy,1,0,2,3,53,62,47,33,7,9,,,3,14,,,156,56,64,44,40,8,7,,,6,11,,,170
537,USA,M,JiriVesely,DenisKudla,1,0,1,3,55,50,45,30,10,8,,,2,5,,,112,63,56,37,27,7,5,,,7,17,,,140
538,USA,M,PaoloLorenzi,TomasBerdych,1,0,0,3,48,27,52,11,2,6,,,2,4,9,20,62,56,34,44,12,10,3,,,8,15,21,28,93
539,USA,M,PabloAndujar,ThiemodeBakker,1,1,3,0,60,44,40,19,5,3,,,5,9,,,105,52,33,48,19,9,4,,,2,7,,,82
540,USA,M,ThomasFabbiano,MilosRaonic,1,0,0,3,66,46,34,17,0,7,,,1,5,13,15,87,63,51,37,19,28,4,,,3,12,12,20,116
541,USA,M,JerzyJanowicz,MaximoGonzalez,1,0,0,3,58,40,42,17,3,11,,,2,10,16,25,92,65,45,35,13,9,4,,,6,16,12,20,111
542,USA,M,JackSock,PhilippPetzschner,1,1,2,1,51,36,49,29,6,8,,,3,8,13,23,100,46,29,54,27,10,5,,,3,8,13,21,91
543,USA,M,RogerFederer,GregaZemlja,1,1,3,0,60,41,40,21,12,2,,,5,11,20,21,103,49,29,51,18,9,9,,,1,3,5,13,65
544,USA,M,SantiagoGiraldo,CarlosBerlocq,1,0,2,3,58,63,42,30,9,6,,,6,9,18,29,146,64,61,36,30,5,7,,,9,22,18,28,163
545,USA,M,HoracioZeballos,AdrianMannarino,1,0,1,3,52,44,48,29,8,7,,,1,6,,,109,57,47,43,30,11,7,,,6,13,,,135
546,USA,M,GuidoPella,SamQuerrey,1,0,1,3,56,54,44,31,6,9,,,1,7,19,28,117,58,60,42,26,24,4,,,4,18,16,24,145
547,USA,M,JohnIsner,FilippoVolandri,1,1,3,0,73,42,27,11,16,3,,,6,7,12,17,87,56,18,44,10,1,5,,,0,2,5,10,45
548,USA,M,AdrianUngur,GaelMonfils,1,0,0,3,56,18,44,8,1,7,,,1,1,6,14,38,84,33,16,4,5,1,,,9,13,8,12,81
549,USA,M,AlbertMontanes,EdouardRoger-Vasselin,1,0,0,3,51,29,49,20,4,8,,,0,0,,,57,64,38,36,18,10,1,,,4,11,,,93
550,USA,M,CollinAltamirano,PhilippKohlschreiber,1,0,0,3,58,27,42,8,3,3,,,0,0,4,4,50,58,31,42,16,10,4,,,7,12,16,17,86
551,USA,M,RogerioDutraSilva,VasekPospisil,1,1,3,2,58,64,42,39,3,3,,,6,16,,,178,48,66,52,46,21,15,,,7,18,,,176
552,USA,M,BenoitPaire,AlexBogomolovJr.,1,0,2,3,51,72,49,40,29,11,,,6,23,36,49,191,64,82,36,33,2,6,,,5,12,21,42,181
553,USA,M,TimSmyczek,JamesDuckworth,1,1,3,1,66,47,34,21,4,2,,,7,17,24,36,134,55,47,45,26,8,5,,,3,7,22,39,114
554,USA,M,JurgenZopp,MarcelGranollers,1,0,2,3,51,46,49,27,5,9,,,6,10,,,116,52,43,48,27,13,9,,,8,16,,,132
555,USA,M,RajeevRam,FabioFognini,1,1,3,0,73,40,27,10,8,1,,,7,16,20,27,90,54,21,46,13,3,7,,,1,3,8,15,55
556,USA,M,DavidGoffin,AlexandrDolgopolov,1,0,0,3,67,44,33,14,7,8,,,2,8,,,93,45,34,55,27,6,4,,,6,21,,,115
557,USA,M,NicolasMahut,MikhailYouzhny,1,0,0,3,63,50,37,22,6,5,,,1,3,,,94,64,50,36,20,8,3,,,3,11,,,115
558,USA,M,JurgenMelzer,EvgenyDonskoy,1,0,0,3,65,39,35,17,4,2,,,3,10,,,96,57,48,43,27,5,1,,,4,10,,,116
559,USA,M,IgorSijsling,PeterGojowczyk,1,0,1,3,55,49,45,24,13,3,,,4,9,,,107,51,40,49,29,8,6,,,6,11,,,124
560,USA,M,LleytonHewitt,BrianBaker,1,1,3,1,46,38,54,29,8,7,,,10,19,14,27,129,49,32,51,28,14,10,,,7,12,12,25,110
561,USA,M,GuillermoGarcia-Lopez,JuanMartinDelPotro,1,0,1,3,48,57,52,45,13,3,,,1,4,22,32,133,62,62,38,31,13,4,,,4,13,26,29,163
562,USA,M,AndyMurray,MichaelLlodra,1,1,3,0,67,36,33,15,3,0,,,6,8,19,26,91,63,31,37,12,2,6,,,1,2,33,60,61
563,USA,M,VictorHanescu,LeonardoMayer,1,0,1,3,67,72,33,29,5,1,,,3,13,,,156,57,60,43,37,8,8,,,3,14,,,157
564,USA,M,AndreasSeppi,XavierMalisse,1,1,3,1,59,62,41,24,12,4,,,5,10,,,138,46,41,54,36,14,5,,,4,9,,,124
565,USA,M,LukasLacko,SomdevDevvarman,1,0,2,3,50,48,50,29,11,6,,,5,12,10,16,133,56,60,44,31,5,3,,,8,12,27,29,151
566,USA,M,StanislasWawrinka,RadekStepanek,1,1,3,0,51,32,49,27,7,2,,,6,13,11,18,103,66,37,34,16,1,3,,,3,7,37,64,88
567,USA,M,JamesBlake,IvoKarlovic,1,0,2,3,64,82,36,36,9,6,,,4,11,35,46,170,63,90,37,29,38,8,,,3,11,48,81,167
568,USA,M,MarcosBaghdatis,GoSoeda,1,1,3,0,60,34,40,20,16,3,,,5,10,5,8,89,54,30,46,15,0,5,,,0,1,10,15,63
569,USA,M,DanielBrands,KevinAnderson,1,0,1,3,59,58,41,20,10,6,,,1,6,16,27,113,53,50,47,35,20,6,,,4,15,21,27,126
570,USA,M,RichardGasquet,StephaneRobert,1,1,3,0,58,50,42,22,8,6,,,6,12,14,23,112,53,35,47,19,8,5,,,3,10,20,29,97
571,USA,M,GuillaumeRufin,DmitryTursunov,1,0,0,2,43,14,57,12,4,1,,,1,8,,,48,58,24,42,13,3,3,,,1,2,,,51
572,USA,M,FelicianoLopez,BradleyKlahn,1,1,3,1,52,59,48,38,23,10,,,4,9,19,29,141,71,69,29,18,17,3,,,3,9,24,39,140
573,USA,M,PabloAndujar,MilosRaonic,1,0,0,3,64,32,36,17,2,5,,,1,7,10,19,79,63,44,37,12,9,2,,,6,18,33,56,102
574,USA,M,MaximoGonzalez,JackSock,1,0,1,3,68,51,32,17,3,4,,,4,10,14,25,104,62,54,38,25,7,9,,,4,7,22,28,116
575,USA,M,DudiSela,JankoTipsarevic,1,0,0,3,62,30,38,10,1,7,,,2,13,,,74,44,32,56,31,3,3,,,7,11,,,102
576,USA,M,AndreasHaider-Maurer,MikhailKukushkin,1,0,0,3,60,45,40,17,7,5,,,0,5,,,91,57,42,43,29,7,0,,,3,3,,,105
577,USA,M,RobertoBautistaAgut,DavidFerrer,1,0,1,3,62,42,38,20,2,5,,,3,8,21,24,104,59,48,41,29,10,3,,,8,16,19,29,135
578,USA,M,RogerFederer,CarlosBerlocq,1,1,3,0,52,27,48,22,6,2,,,7,13,28,40,94,84,36,16,2,1,2,,,1,3,7,17,58
579,USA,M,AdrianMannarino,SamQuerrey,1,1,3,1,55,68,45,41,13,3,,,2,6,28,45,157,58,77,42,34,25,7,,,1,8,15,24,150
580,USA,M,TommyRobredo,FrankDancevic,1,1,3,0,64,39,36,12,9,3,,,7,11,9,15,92,65,34,35,10,4,3,,,2,10,23,43,65
581,USA,M,BernardTomic,DanielEvans,1,0,1,3,62,47,38,23,8,2,,,6,11,18,25,117,56,43,44,27,9,7,,,6,15,32,40,125
582,USA,M,JohnIsner,GaelMonfils,1,1,3,1,70,71,30,21,23,2,,,3,9,37,63,130,83,74,17,11,7,3,,,1,7,9,16,120
583,USA,M,EdouardRoger-Vasselin,PhilippKohlschreiber,1,0,1,3,61,48,39,25,3,3,,,3,3,25,41,102,58,44,42,26,13,2,,,7,23,14,20,130
584,USA,M,IvanDodig,NikolayDavydenko,1,1,3,0,66,45,34,14,16,0,,,5,10,,,93,51,25,49,18,2,4,,,1,6,,,67
585,USA,M,RogerioDutraSilva,RafaelNadal,1,0,0,3,58,21,42,12,2,5,,,0,1,4,12,46,69,30,31,11,3,0,,,8,14,9,10,84
586,USA,M,NovakDjokovic,BenjaminBecker,1,1,3,0,74,48,26,11,13,2,,,5,14,15,22,102,59,33,41,19,6,4,,,1,1,6,10,73
587,USA,M,JarkkoNieminen,JoaoSousa,1,0,2,3,64,65,36,25,9,9,,,5,12,,,138,63,66,37,23,6,3,,,4,11,,,145
588,USA,M,AlexBogomolovJr.,TimSmyczek,1,0,2,3,69,87,31,30,8,9,,,6,14,24,33,173,63,73,37,26,21,3,,,5,16,28,44,169
589,USA,M,MarcelGranollers,RajeevRam,1,1,3,2,62,63,38,28,14,4,,,6,11,25,42,145,66,66,34,22,11,2,,,4,10,45,79,127
590,USA,M,TommyHaas,Yen-HsunLu,1,1,3,0,60,51,40,20,15,9,,,6,10,15,20,118,68,44,32,13,4,5,,,4,13,11,23,101
591,USA,M,AlexandrDolgopolov,MikhailYouzhny,1,0,0,3,53,35,47,19,10,4,,,2,9,,,84,52,33,48,23,8,3,,,7,19,,,104
592,USA,M,EvgenyDonskoy,PeterGojowczyk,1,1,3,2,55,63,45,34,9,2,,,5,17,,,155,55,67,45,30,15,8,,,4,10,,,151
593,USA,M,LleytonHewitt,JuanMartinDelPotro,1,1,3,2,50,56,50,38,10,7,,,8,18,32,50,160,57,57,43,39,11,8,,,6,11,21,36,151
594,USA,M,AndyMurray,LeonardoMayer,1,1,3,1,57,41,43,35,5,3,,,5,9,17,26,117,63,40,37,16,6,5,,,1,9,29,50,87
595,USA,M,DonaldYoung,FlorianMayer,1,0,0,3,62,42,38,20,5,8,,,3,13,31,54,109,57,48,43,21,10,6,,,7,21,18,26,126
596,USA,M,AndreasSeppi,SomdevDevvarman,1,1,3,0,52,48,48,27,5,7,,,7,13,23,33,123,56,41,44,24,7,4,,,5,18,13,22,114
597,USA,M,TobiasKamke,DenisIstomin,1,0,0,3,46,19,54,23,3,5,,,2,2,,,62,46,24,54,21,6,3,,,7,13,,,82
598,USA,M,StanislasWawrinka,IvoKarlovic,1,1,3,0,60,51,40,25,9,5,,,3,7,25,36,111,63,52,37,21,12,6,,,1,2,37,59,98
599,USA,M,MarcosBaghdatis,KevinAnderson,1,1,3,0,43,24,57,24,10,6,,,6,12,6,8,82,64,27,36,11,7,4,,,0,0,4,14,53
600,USA,M,JulienBenneteau,JeremyChardy,1,1,3,0,58,39,42,18,9,2,,,7,12,14,21,98,57,29,43,13,11,9,,,3,9,12,22,76
601,USA,M,DenisKudla,TomasBerdych,1,0,0,3,60,49,40,26,1,6,,,4,14,12,15,114,57,49,43,28,11,3,,,5,15,12,24,141
602,USA,M,RichardGasquet,DmitryTursunov,1,1,3,1,64,42,36,21,14,4,,,4,11,14,25,112,53,46,47,24,25,4,,,3,7,12,21,99
603,USA,M,FelicianoLopez,MilosRaonic,1,0,1,3,59,56,41,29,7,8,,,0,4,17,27,113,67,66,33,19,28,6,,,4,8,23,38,134
604,USA,M,JackSock,JankoTipsarevic,1,0,1,3,46,35,54,27,19,8,,,2,6,12,17,90,56,46,44,33,18,2,,,4,8,14,19,116
605,USA,M,MikhailKukushkin,DavidFerrer,1,0,1,3,51,50,49,27,4,3,,,6,8,15,27,112,60,47,40,20,7,2,,,8,26,15,19,136
606,USA,M,RogerFederer,AdrianMannarino,1,1,3,0,57,36,43,15,8,4,,,6,14,19,24,90,65,27,35,9,1,0,,,0,1,9,18,54
607,USA,M,TommyRobredo,DanielEvans,1,1,3,1,60,58,40,25,11,5,,,7,14,22,37,150,62,65,38,23,8,8,,,4,11,41,66,130
608,USA,M,JohnIsner,PhilippKohlschreiber,1,0,1,3,74,72,26,14,26,5,,,2,7,18,31,123,73,73,27,20,6,1,,,3,4,15,18,123
609,USA,M,IvanDodig,RafaelNadal,1,0,0,3,52,28,48,18,6,1,,,0,2,13,27,63,65,41,35,20,3,2,,,4,7,14,17,90
610,USA,M,NovakDjokovic,JoaoSousa,1,1,3,0,68,30,32,12,3,2,,,8,13,22,30,94,59,30,41,10,2,3,,,1,2,10,21,54
611,USA,M,TimSmyczek,MarcelGranollers,1,0,2,3,61,63,39,26,10,3,,,7,16,39,55,146,59,66,41,28,10,3,,,6,12,25,43,147
612,USA,M,TommyHaas,MikhailYouzhny,1,0,1,3,50,37,50,22,5,1,,,4,9,25,41,95,57,43,43,21,9,6,,,7,12,12,21,109
613,USA,M,EvgenyDonskoy,LleytonHewitt,1,0,1,3,58,55,42,17,13,2,,,1,7,6,14,111,52,49,48,37,11,2,,,4,7,24,31,128
614,USA,M,AndyMurray,FlorianMayer,1,1,3,0,51,37,49,25,7,2,,,4,10,8,12,99,62,40,38,15,0,2,,,0,2,21,39,74
615,USA,M,AndreasSeppi,DenisIstomin,1,0,2,3,61,55,39,23,10,5,,,5,19,14,24,134,65,65,35,23,24,6,,,6,8,17,27,138
616,USA,M,StanislasWawrinka,MarcosBaghdatis,1,1,3,1,52,55,48,37,11,5,,,5,15,25,30,151,47,50,53,43,16,8,,,2,9,25,37,132
617,USA,M,JulienBenneteau,TomasBerdych,1,0,0,3,52,25,48,12,5,6,,,0,3,13,20,63,58,39,42,14,11,1,,,6,14,13,17,93
618,USA,M,RichardGasquet,MilosRaonic,1,1,3,2,59,81,41,45,6,9,,,5,21,31,44,195,56,83,44,46,39,11,,,6,22,47,69,207
619,USA,M,JankoTipsarevic,DavidFerrer,1,0,1,3,59,68,41,34,8,5,,,5,14,29,48,153,65,68,35,23,13,4,,,5,16,33,42,164
620,USA,M,RogerFederer,TommyRobredo,1,0,0,3,60,38,40,16,5,0,,,2,16,32,52,101,70,61,30,17,6,4,,,4,7,11,17,110
621,USA,M,PhilippKohlschreiber,RafaelNadal,1,0,1,3,63,58,37,26,12,1,,,0,1,22,34,112,66,54,34,26,3,0,,,5,21,23,31,136
622,USA,M,MikhailYouzhny,LleytonHewitt,1,1,3,2,59,55,41,29,9,6,,,10,14,26,37,145,52,48,48,37,8,9,,,8,12,39,67,146
623,USA,M,AndyMurray,DenisIstomin,1,1,3,1,63,58,37,23,5,5,,,6,15,32,38,129,69,55,31,20,4,2,,,2,4,19,37,114
624,USA,M,StanislasWawrinka,TomasBerdych,1,1,3,1,58,55,42,27,14,6,,,6,11,11,15,127,58,51,42,19,3,3,,,3,6,29,42,110
625,USA,M,RichardGasquet,DavidFerrer,1,1,3,2,59,57,41,31,6,3,,,6,14,30,45,142,63,53,37,29,5,3,,,4,15,38,53,137
626,USA,M,TommyRobredo,RafaelNadal,1,0,0,3,52,20,48,9,3,4,,,0,0,7,15,43,61,31,39,14,2,0,,,7,10,15,16,82
627,USA,M,NovakDjokovic,MikhailYouzhny,1,1,3,1,68,49,32,19,5,1,,,7,12,27,39,115,56,29,44,23,2,4,,,2,10,10,21,87
628,USA,M,AndyMurray,StanislasWawrinka,1,0,0,3,63,37,37,22,5,4,,,0,0,10,22,78,55,37,45,20,4,4,,,4,11,31,42,107
629,USA,M,NovakDjokovic,StanislasWawrinka,1,1,3,2,67,64,33,25,9,6,,,4,19,29,40,165,50,68,50,48,8,7,,,5,9,26,41,165
630,USA,M,RichardGasquet,RafaelNadal,1,0,0,3,64,41,36,15,6,4,,,1,6,24,35,84,71,51,29,16,3,1,,,4,4,22,28,102
631,USA,M,NovakDjokovic,RafaelNadal,1,0,1,3,68,40,32,16,6,2,,,3,11,22,36,102,64,51,36,24,1,1,,,7,12,17,23,121
632,USA,F,SWilliams,VAzarenka,7,1,2,1,57,44,43,20,9,5,36,35,12,7,13,4,,57,31,43,23,2,7,17,27,8,4,15,10,
633,USA,F,FPennetta,VAzarenka,6,0,0,2,44,12,56,7,1,3,19,23,6,5,20,12,,56,21,44,10,0,6,15,25,13,8,30,20,
634,USA,F,SWilliams,NLi,6,1,2,0,63,26,37,9,4,1,19,20,11,5,11,6,,63,20,37,10,0,4,8,24,4,1,19,13,
635,USA,F,RVinci,FPennetta,5,0,0,2,60,21,40,7,0,3,14,28,5,2,34,18,,63,23,37,8,3,3,23,17,12,6,14,7,
636,USA,F,DHantuchova,VAzarenka,5,0,0,2,58,14,42,5,3,3,19,18,4,3,10,5,,60,20,40,9,1,4,17,15,11,7,13,12,
637,USA,F,EMakarova,NLi,5,0,1,2,60,40,40,18,1,4,15,33,6,4,12,7,,68,43,32,14,5,8,44,42,14,7,23,17,
638,USA,F,AIvanovic,VAzarenka,4,0,1,2,55,26,45,18,3,8,41,42,13,7,20,8,,73,40,27,7,3,9,21,30,19,9,24,16,
639,USA,F,ARiske,DHantuchova,4,0,1,2,69,37,31,14,3,1,17,20,2,2,24,12,,60,38,40,19,15,2,46,22,7,4,16,12,
640,USA,F,SHalep,FPennetta,4,0,0,2,75,22,25,8,1,1,18,32,10,3,15,10,,45,23,55,16,2,3,22,23,6,5,22,16,
641,USA,F,CGiorgi,RVinci,4,0,0,2,54,18,46,11,2,7,20,35,1,1,16,7,,54,19,46,15,6,0,12,9,8,4,5,4,
642,USA,F,SWilliams,SStephens,4,1,2,0,62,26,38,11,6,4,22,13,10,4,13,9,,66,28,34,8,0,4,15,29,2,1,12,6,
643,USA,F,JJankovic,NLi,4,0,0,2,66,8,34,3,0,4,7,22,3,2,6,3,,58,17,42,8,3,2,20,12,7,7,12,10,
644,USA,F,CSuarezNavarro,AKerber,4,1,2,1,78,54,22,9,2,1,45,47,19,7,21,14,,68,47,32,12,4,6,30,50,15,7,19,12,
645,USA,F,AIvanovic,CMcHale,3,1,2,1,60,41,40,18,7,5,45,51,11,6,32,18,,64,39,36,14,2,3,22,28,10,5,9,7,
646,USA,F,CWozniack,CGiorgi,3,0,1,2,62,34,38,21,2,2,13,27,11,2,10,7,,63,47,37,22,3,4,46,45,9,3,34,27,
647,USA,F,MKirilenko,SHalep,3,0,0,2,54,9,46,5,1,5,3,24,1,0,8,3,,81,23,19,3,3,1,13,8,7,6,5,4,
648,USA,F,ACornet,VAzarenka,3,0,1,2,56,44,44,21,9,10,30,44,6,1,18,13,,68,48,32,17,2,6,24,38,18,4,30,19,
649,USA,F,KKnapp,RVinci,3,0,0,2,58,22,42,8,3,6,17,35,5,3,17,9,,51,25,49,16,0,0,14,23,16,5,17,12,
650,USA,F,PKvitova,ARiske,3,0,0,2,52,18,48,10,4,7,20,27,0,0,13,8,,70,22,30,6,1,2,12,7,9,5,3,3,
